1,2,3,4,5,6,7,8,9,10,11,12
37,144,108,-35,-90,126,-18,-40,61,63,61,59
39,144,106,-33,-92,125,-25,-43,58,61,60,59
44,146,103,-29,-95,124,-31,-45,56,58,59,60
50,148,98,-24,-99,123,-35,-46,55,56,59,60
57,149,93,-18,-103,121,-39,-45,53,54,58,60
63,150,88,-13,-106,119,-41,-45,52,52,58,59
68,149,82,-7,-108,115,-42,-43,51,51,58,59
73,147,76,-2,-110,111,-42,-42,50,49,58,58
76,144,69,3,-110,107,-40,-40,49,48,57,56
78,140,63,7,-109,101,-37,-37,47,46,56,55
77,133,57,9,-106,96,-33,-35,46,44,53,53
73,125,53,9,-100,90,-28,-33,44,41,51,50
66,116,50,7,-92,84,-22,-31,42,39,47,48
58,106,48,4,-82,77,-17,-29,39,36,43,45
48,95,47,-1,-71,71,-13,-28,37,33,39,41
38,84,46,-5,-61,65,-11,-28,34,30,35,38
28,72,44,-9,-50,58,-11,-27,30,26,31,35
19,61,42,-13,-40,52,-12,-28,27,23,27,31
11,50,39,-15,-30,45,-13,-28,23,20,23,26
5,39,34,-15,-22,37,-15,-29,19,16,19,21
2,30,28,-14,-15,29,-17,-30,16,12,16,16
0,22,22,-11,-11,22,-18,-31,12,8,12,11
-1,15,17,-9,-7,16,-19,-31,10,4,9,6
-2,11,14,-8,-5,12,-18,-30,8,2,7,3
-4,9,13,-9,-2,11,-15,-28,7,0,5,1
-7,7,14,-11,0,10,-12,-25,7,0,5,-1
-9,7,16,-13,1,11,-9,-21,6,0,4,-1
-10,7,17,-14,2,11,-6,-17,6,0,4,-1
-9,7,17,-13,1,11,-3,-13,5,0,4,-1
-7,7,16,-12,0,11,-1,-10,4,0,4,-1
-6,7,14,-10,-1,10,0,-8,3,0,3,-1
-4,6,12,-8,-1,8,0,-6,2,-1,3,-1
-3,5,9,-7,-1,7,0,-5,1,-1,2,-1
-3,3,7,-5,-1,5,-1,-4,0,-1,1,-1
-1,3,4,-2,0,3,-1,-3,-1,-1,1,0
0,0,3,-1,1,2,-1,-2,0,-1,1,1
0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,1,-1,1,4,6,1,2,1,1
0,1,2,0,0,1,10,12,5,4,3,1
-4,-1,4,-4,3,1,22,23,12,8,7,2
-9,-4,6,-7,7,0,36,33,19,10,10,2
-18,-9,11,-14,14,1,56,57,37,19,18,3
-26,-13,15,-21,22,1,77,85,59,31,29,7
-38,-18,21,-29,29,1,91,111,84,49,43,13
-46,-19,28,-37,35,4,99,138,110,70,62,21
-30,-7,24,-26,20,8,101,155,140,99,86,42
3,18,14,-5,-10,16,95,166,174,136,118,72
32,39,7,14,-35,22,75,173,209,175,159,111
59,58,0,30,-57,29,44,173,245,218,209,157
98,96,0,50,-95,48,-2,153,279,274,268,221
141,144,2,69,-141,73,-63,117,313,341,340,298
191,210,20,85,-199,114,-133,80,354,421,423,390
245,289,44,101,-265,167,-212,38,398,509,518,493
316,367,52,131,-339,209,-305,-10,438,602,614,593
400,448,50,176,-422,249,-405,-63,474,696,727,691
469,510,42,214,-488,276,-501,-128,487,759,800,761
532,565,33,250,-547,299,-590,-194,486,804,853,813
574,573,-1,288,-573,287,-657,-262,446,797,852,809
599,547,-51,326,-573,249,-706,-328,380,757,813,768
587,509,-77,332,-546,216,-733,-399,273,667,726,690
546,452,-91,319,-497,180,-742,-476,139,541,600,581
473,398,-74,274,-434,162,-733,-545,-12,377,447,452
376,339,-38,208,-356,152,-708,-610,-180,178,266,302
287,277,-9,149,-281,134,-657,-625,-279,30,127,186
200,220,22,89,-207,121,-584,-604,-340,-92,13,93
129,173,46,41,-151,110,-512,-567,-370,-169,-68,20
73,144,73,1,-108,108,-440,-509,-370,-210,-115,-29
30,123,95,-32,-75,108,-369,-441,-351,-226,-142,-55
2,109,107,-52,-55,108,-297,-359,-304,-213,-141,-58
-13,108,121,-67,-46,115,-236,-279,-239,-175,-115,-43
-15,108,124,-69,-45,116,-184,-203,-161,-118,-72,-17
-7,103,112,-58,-47,107,-144,-134,-86,-53,-24,12
5,88,85,-39,-45,86,-112,-78,-23,6,15,36
23,70,48,-12,-44,58,-87,-45,10,37,28,39
40,52,13,14,-45,34,-67,-31,15,41,14,28
44,26,-17,30,-35,5,-45,-27,7,28,-6,12
39,4,-34,37,-19,-15,-22,-22,-4,7,-24,-1
29,-3,-31,32,-13,-17,-12,-22,-16,-12,-42,-12
22,4,-17,21,-12,-7,-10,-19,-20,-21,-52,-19
15,11,-3,10,-12,4,-9,-8,-14,-20,-51,-12
8,12,5,3,-9,10,-9,9,0,-9,-43,2
15,6,-8,12,-10,-1,-3,17,14,10,-34,7
12,1,-10,12,-6,-5,0,22,20,18,-31,10
8,-6,-13,11,0,-10,1,23,22,21,-31,11
4,-12,-15,10,4,-14,3,22,20,21,-34,9
-2,-14,-11,5,8,-13,7,20,16,18,-38,7
-8,-12,-4,-2,10,-8,11,19,14,15,-41,6
-14,-9,6,-10,11,-1,17,21,16,16,-41,8
-20,-5,16,-18,12,6,23,25,22,21,-38,11
-25,-2,23,-24,13,11,27,31,30,28,-32,17
-27,-1,25,-27,14,12,30,37,39,37,-26,22
-24,-2,22,-24,13,10,29,41,46,44,-21,26
-19,-4,14,-17,11,5,28,42,50,48,-19,28
-12,-6,5,-9,8,-1,27,42,50,48,-20,28
-5,-7,-3,-1,6,-5,26,40,48,45,-24,25
-2,-7,-6,2,4,-7,26,38,44,41,-29,22
0,-6,-7,3,3,-7,27,36,40,35,-34,19
1,-5,-7,4,2,-6,26,36,36,31,-39,17
4,-3,-7,5,-1,-5,26,36,33,28,-42,17
6,0,-7,7,-4,-3,26,39,33,28,-43,18
9,3,-7,8,-7,-2,27,42,35,30,-42,21
12,6,-7,9,-10,0,28,46,38,35,-40,23
14,8,-7,11,-12,1,28,50,41,39,-37,25
18,9,-9,14,-14,0,25,52,43,41,-36,27
20,8,-12,16,-15,-1,22,53,44,42,-36,27
21,6,-14,18,-14,-3,20,53,45,41,-36,28
21,5,-16,18,-13,-5,17,52,46,40,-37,29
20,3,-17,18,-12,-6,16,51,47,40,-37,30
22,4,-18,20,-13,-7,14,50,49,41,-37,32
28,7,-21,24,-17,-7,12,49,51,42,-36,34
34,10,-23,28,-22,-7,11,49,53,44,-36,35
39,14,-25,32,-27,-5,9,50,54,46,-36,36
41,17,-24,33,-30,-3,9,52,56,49,-36,36
38,18,-21,29,-29,-1,8,55,57,51,-36,38
32,18,-14,23,-26,2,9,58,59,53,-35,40
23,17,-5,14,-21,7,11,61,62,55,-33,43
15,18,3,6,-18,11,14,64,66,59,-30,47
11,20,9,1,-17,15,17,67,70,63,-25,51
12,23,11,1,-18,18,19,69,74,68,-21,56
18,26,8,5,-23,17,18,71,77,72,-17,60
25,29,4,11,-27,16,17,72,80,75,-14,62
31,31,0,15,-31,16,16,73,83,78,-12,64
35,33,-2,19,-34,15,16,73,85,81,-10,64
38,34,-3,21,-36,15,17,74,88,85,-7,64
41,37,-4,23,-39,16,20,75,91,89,-4,64
45,39,-6,26,-42,16,22,76,93,93,-1,64
50,42,-8,29,-46,17,22,76,94,95,1,64
53,43,-10,32,-48,16,21,75,95,97,1,63
54,43,-12,33,-49,16,19,75,95,97,1,62
53,42,-12,33,-48,15,17,77,96,96,1,63
51,42,-9,30,-46,16,18,80,99,97,2,65
48,44,-5,27,-46,19,20,86,103,99,5,69
46,46,0,23,-47,23,23,93,108,104,10,74
45,49,4,20,-48,27,26,100,114,111,17,80
45,52,7,18,-49,30,28,107,120,119,23,85
44,53,9,17,-49,31,29,112,126,126,28,89
44,53,9,17,-49,32,29,116,130,132,31,92
45,54,9,18,-50,32,28,118,134,136,31,94
47,55,8,20,-52,32,27,120,137,140,31,95
52,59,7,23,-56,33,28,123,141,143,30,98
57,63,6,26,-61,35,29,126,146,147,31,101
63,67,5,29,-65,37,31,131,152,152,33,104
67,72,5,31,-70,39,32,136,159,157,36,109
71,78,7,32,-75,43,33,142,167,163,42,115
77,85,8,34,-81,47,34,149,175,170,49,122
85,94,9,38,-89,51,36,155,182,177,57,129
94,102,8,43,-98,55,37,161,189,183,65,135
103,108,5,49,-105,57,38,165,194,188,71,140
110,113,3,54,-112,58,38,168,198,193,78,145
116,117,1,57,-116,59,39,171,203,198,85,151
118,120,2,58,-119,61,41,176,209,204,92,158
119,124,5,56,-121,64,42,182,215,211,101,166
119,127,8,55,-123,68,44,187,222,219,109,174
121,132,10,55,-127,71,45,190,228,228,117,181
126,136,11,58,-131,73,44,193,234,237,125,188
132,140,9,62,-137,74,43,195,241,246,133,193
138,145,7,66,-142,75,42,197,247,254,140,198
142,148,7,68,-145,77,41,200,254,263,147,203
145,153,8,69,-149,80,41,204,262,271,155,207
148,160,12,69,-154,85,41,208,268,279,162,212
152,167,15,69,-160,91,42,213,273,285,169,217
158,174,16,71,-167,95,41,217,277,290,174,220
164,181,17,74,-173,99,39,220,279,294,178,223
169,186,17,76,-179,102,35,221,281,295,180,226
173,191,18,77,-183,105,31,222,282,296,181,229
173,195,22,76,-185,109,29,222,283,297,182,232
172,199,27,72,-186,114,28,224,284,298,183,236
169,203,34,67,-186,119,29,226,285,300,184,238
165,205,39,62,-185,123,31,228,284,300,185,240
162,206,44,58,-184,125,32,228,281,298,184,240
156,205,48,53,-180,126,34,226,276,295,181,238
148,202,54,47,-175,128,35,222,270,290,177,235
138,199,60,39,-168,129,36,217,263,284,171,230
127,194,67,30,-160,130,36,212,255,277,164,224
117,189,72,23,-153,131,37,205,247,269,157,218
110,185,74,18,-147,129,39,198,238,259,148,210
108,180,72,18,-144,126,39,190,227,248,138,201
111,176,65,23,-143,121,36,179,214,235,126,189
116,172,56,30,-144,114,32,168,200,220,113,176
120,166,47,36,-143,106,28,157,185,204,100,163
122,161,39,41,-142,100,26,146,172,189,86,150
121,155,34,43,-139,95,26,137,160,175,74,139
119,150,31,44,-135,91,29,127,148,163,63,128
116,146,30,43,-131,88,32,119,137,153,52,118
111,140,29,40,-126,84,34,111,127,143,43,109
102,131,30,36,-117,81,36,104,117,135,34,100
90,121,32,29,-106,76,38,98,109,127,26,92
74,109,35,20,-92,72,39,91,102,120,19,85
58,96,38,10,-78,67,40,86,95,113,12,79
44,86,42,1,-65,64,40,81,89,106,6,73
33,77,44,-6,-55,61,39,77,83,99,1,67
26,71,45,-9,-49,58,36,74,77,92,-5,62
24,67,43,-10,-46,55,31,71,71,84,-11,57
25,64,39,-7,-45,52,26,68,66,77,-17,53
29,63,34,-3,-46,49,21,66,61,69,-23,50
33,62,29,2,-47,45,18,65,57,63,-29,48
35,60,25,4,-48,43,17,64,54,58,-33,47
34,58,24,5,-46,41,17,64,52,55,-35,46
31,56,25,3,-44,40,18,63,51,53,-36,46
26,53,27,-1,-41,40,19,63,50,52,-37,46
22,51,29,-4,-38,40,20,62,48,51,-37,45
19,49,31,-7,-36,40,20,61,46,50,-37,44
18,48,31,-7,-34,40,19,60,44,49,-38,43
18,47,29,-6,-34,39,18,58,42,47,-39,41
20,46,27,-4,-34,37,17,57,40,45,-40,40
23,46,23,-1,-35,35,15,56,37,43,-41,39
26,45,20,3,-37,34,15,55,35,40,-42,37
30,46,16,6,-39,32,15,54,33,38,-43,36
33,46,13,9,-41,31,16,53,31,36,-44,34
36,47,11,12,-42,30,17,52,30,34,-45,33
37,47,10,13,-43,30,19,51,29,33,-46,33
38,47,9,14,-43,29,21,50,28,33,-46,32
37,47,9,13,-42,29,22,50,28,33,-46,32
36,46,10,12,-41,28,24,49,28,34,-46,32
33,45,11,10,-39,28,25,49,28,35,-46,31
30,43,12,9,-36,27,26,49,28,36,-46,29
29,42,13,8,-35,27,26,49,27,36,-46,27
29,41,12,8,-35,26,26,48,27,36,-46,25
31,40,10,10,-36,25,26,48,26,35,-47,23
34,41,8,13,-38,24,25,47,26,34,-47,21
37,42,6,15,-40,24,25,47,28,34,-46,21
39,44,6,16,-42,25,26,47,30,36,-45,23
39,46,7,16,-42,26,28,49,34,39,-42,27
37,47,10,14,-42,28,30,52,39,43,-39,32
35,47,13,11,-41,30,33,56,44,48,-36,37
32,48,16,9,-40,32,36,60,49,53,-32,42
31,49,17,7,-40,33,37,63,53,57,-30,46
32,50,17,8,-41,33,38,66,55,60,-29,48
34,51,16,9,-42,33,39,67,55,60,-29,48
37,51,14,12,-44,32,39,67,53,58,-31,46
41,52,11,15,-46,31,39,67,50,55,-34,43
44,52,8,18,-48,30,38,65,46,51,-37,39
47,52,5,21,-50,28,37,64,42,47,-41,36
49,52,3,23,-51,27,36,63,38,43,-44,33
51,52,1,24,-51,26,34,62,35,40,-47,32
51,52,1,24,-51,26,33,61,33,38,-48,31
49,51,3,22,-50,27,32,61,33,37,-48,32
45,51,7,19,-48,28,31,62,33,38,-47,35
39,51,12,14,-45,31,32,64,35,40,-45,38
34,50,17,8,-42,34,32,67,37,43,-42,42
29,50,22,4,-40,36,33,70,40,46,-40,46
26,49,24,1,-38,37,33,72,43,49,-37,48
25,49,25,0,-37,37,33,74,45,51,-35,49
27,48,22,2,-38,35,32,74,47,53,-34,49
31,48,18,6,-40,33,30,73,47,53,-34,48
37,48,12,12,-43,30,27,71,46,52,-34,46
43,48,5,19,-46,27,24,68,45,51,-35,43
49,47,-2,26,-49,23,21,65,43,48,-37,40
54,45,-9,31,-51,19,18,63,40,45,-39,36
58,43,-14,36,-52,15,16,61,38,42,-41,34
60,42,-17,39,-52,13,15,59,36,39,-43,32
61,42,-18,39,-52,13,15,59,35,37,-43,30
60,43,-16,39,-52,14,16,59,34,36,-43,30
57,43,-13,36,-51,16,17,59,34,36,-42,30
53,45,-8,31,-50,19,19,60,34,36,-39,31
48,46,-2,26,-48,22,20,61,35,38,-36,33
42,47,4,19,-46,26,22,63,36,40,-31,35
37,48,11,13,-43,30,24,64,38,42,-25,38
31,49,17,7,-41,33,26,64,40,45,-19,41
27,49,21,3,-39,35,27,65,41,48,-12,43
24,48,24,0,-37,36,27,64,42,51,-6,45
21,48,26,-2,-35,37,27,64,42,53,0,46
19,46,28,-4,-33,37,27,63,42,54,4,46
16,45,29,-6,-31,37,27,62,42,55,8,45
14,44,30,-8,-29,38,27,62,42,55,11,43
13,44,31,-9,-29,38,28,61,41,55,12,41
14,46,31,-8,-30,39,29,60,41,54,13,39
18,48,30,-6,-33,40,30,59,40,53,13,36
23,51,28,-3,-37,41,31,57,39,51,11,33
29,54,25,2,-42,41,31,53,38,48,10,29
36,57,21,8,-47,40,31,49,36,45,7,25
42,58,16,13,-51,38,30,45,33,41,4,22
48,59,11,19,-54,35,30,40,30,37,2,19
52,58,6,23,-55,32,29,36,26,33,-1,16
54,56,2,26,-55,29,29,33,24,30,-2,15
54,54,0,27,-54,27,28,30,21,28,-3,14
52,52,0,26,-52,26,28,29,20,26,-3,15
48,50,3,23,-49,27,27,29,20,26,-2,16
43,49,7,18,-46,28,27,30,22,27,0,18
37,48,11,13,-42,29,27,31,24,28,2,21
32,47,15,9,-39,31,27,33,27,30,5,24
28,47,19,5,-38,33,27,35,30,32,8,26
27,48,21,3,-38,35,28,37,33,35,12,29
28,51,24,2,-40,38,29,40,36,38,16,32
30,55,25,2,-43,41,30,42,39,41,20,34
33,60,26,3,-47,44,32,45,41,44,23,36
37,63,26,5,-50,45,33,46,42,46,25,37
40,66,26,7,-53,47,33,46,43,47,27,36
42,69,26,8,-56,48,33,46,43,48,28,35
44,71,26,9,-58,49,32,45,43,48,29,33
46,74,28,9,-60,52,32,45,43,49,30,32
46,78,31,8,-63,55,31,44,43,49,31,31
47,81,34,7,-65,58,30,44,43,50,32,31
48,85,37,6,-67,61,30,43,44,51,34,32
49,88,39,5,-70,64,30,43,44,51,35,33
52,92,41,6,-73,67,31,44,45,52,37,34
56,96,41,7,-77,69,32,45,47,54,39,37
61,101,41,10,-82,72,33,47,49,55,41,40
67,107,41,13,-88,75,34,50,51,57,43,43
73,114,41,16,-94,78,36,52,53,59,46,46
78,121,43,17,-100,82,37,54,55,61,48,50
81,128,46,17,-105,87,38,55,57,63,51,53
82,134,51,15,-108,92,38,56,59,65,53,56
80,139,58,11,-110,99,37,55,61,67,55,59
77,144,66,5,-111,105,34,54,62,68,57,60
74,148,73,0,-111,111,30,51,63,69,58,62
71,152,80,-4,-112,116,25,47,63,70,59,63
70,155,85,-8,-113,120,18,42,62,70,60,64
70,159,89,-9,-115,124,10,36,60,70,60,65
71,162,92,-10,-117,127,2,31,57,69,60,66
73,165,93,-10,-120,130,-6,25,53,68,59,66
75,168,94,-9,-122,131,-13,21,49,66,58,66
79,171,93,-7,-125,132,-18,17,46,64,57,66
83,172,90,-3,-128,132,-23,14,42,61,56,66
87,173,87,1,-130,130,-26,11,39,59,55,65
91,172,82,5,-132,127,-28,8,36,57,54,63
93,169,78,8,-132,123,-29,6,34,55,53,62
93,165,73,10,-130,119,-28,4,31,53,51,60
91,159,70,11,-126,114,-26,3,30,51,50,57
86,152,67,10,-120,109,-23,3,28,50,48,55
80,143,64,8,-112,104,-19,3,27,48,46,52
73,134,62,5,-104,98,-15,3,26,46,43,48
65,124,60,3,-95,92,-11,4,24,44,40,44
58,114,57,1,-86,85,-8,4,22,41,37,40
52,104,53,-1,-78,79,-6,3,19,38,32,35
46,95,49,-2,-70,72,-4,3,16,35,28,30
40,86,46,-3,-63,66,-3,3,13,31,24,26
34,77,43,-4,-56,60,-1,3,10,28,20,22
29,69,40,-5,-49,54,0,4,7,25,17,19
25,61,36,-5,-44,48,1,4,5,22,14,16
23,54,30,-3,-39,42,1,4,3,20,11,13
24,48,24,0,-36,35,1,3,1,17,8,10
27,43,16,5,-35,29,0,1,-1,15,6,8
30,39,9,11,-35,24,-1,0,-3,13,4,5
34,37,3,16,-36,20,-1,-2,-4,11,3,3
38,35,-2,20,-37,17,-1,-3,-5,9,1,2
41,34,-7,24,-38,14,-1,-3,-6,7,0,0
42,32,-10,26,-38,11,-1,-3,-6,6,0,-1
42,30,-12,27,-37,9,-1,-3,-6,5,-1,-3
41,27,-14,27,-34,7,-2,-3,-6,4,-1,-4
37,23,-14,25,-31,5,-2,-2,-5,3,-1,-5
33,20,-12,22,-27,4,-2,-2,-5,2,-1,-5
27,16,-10,18,-22,3,-2,-2,-5,1,-1,-5
20,12,-8,14,-17,2,-2,-2,-4,0,-1,-4
16,10,-4,11,-12,3,-1,-1,-3,-1,-1,-4
7,5,-2,6,-6,2,-1,-1,-2,-2,-1,-2
0,0,0,0,0,0,0,0,0,0,0,0
-4,-3,2,-3,4,-1,1,3,4,3,3,2
-5,-5,0,-2,5,-3,3,7,6,5,5,3
-2,-5,-3,1,4,-4,8,13,8,6,6,4
1,-4,-5,4,2,-5,18,23,12,8,8,3
2,-3,-6,5,1,-4,29,33,15,8,9,4
3,-3,-5,5,0,-5,48,56,31,19,15,1
9,1,-7,9,-5,-3,68,81,53,33,25,5
19,11,-8,15,-15,2,92,111,80,46,38,11
31,20,-12,22,-24,4,98,135,111,69,58,27
45,31,-14,30,-37,8,95,157,144,101,84,52
71,51,-20,46,-61,15,82,164,175,135,118,81
104,75,-28,66,-89,24,61,165,205,173,159,116
135,111,-23,79,-123,44,29,154,237,222,209,172
164,153,-10,88,-157,72,-14,135,271,279,270,241
203,201,-3,104,-202,100,-80,100,308,346,343,319
253,255,3,126,-254,129,-163,50,343,417,425,404
310,319,11,150,-314,166,-257,0,386,499,516,497
373,395,23,176,-383,209,-357,-51,431,588,609,597
434,469,35,201,-451,252,-454,-110,459,668,706,687
497,543,46,227,-518,294,-550,-172,477,744,794,772
543,576,34,256,-560,306,-623,-234,464,780,837,807
579,584,6,288,-581,295,-681,-294,434,792,853,811
591,564,-26,310,-576,270,-723,-357,362,747,812,773
582,519,-63,323,-549,227,-749,-424,259,660,730,703
529,469,-61,296,-498,204,-756,-494,128,532,611,598
444,407,-36,240,-425,186,-746,-570,-32,367,456,459
360,353,-6,184,-355,173,-705,-600,-154,213,314,334
273,302,30,121,-286,166,-643,-602,-257,55,172,212
204,246,43,82,-224,144,-575,-581,-321,-58,60,114
147,196,49,49,-170,123,-501,-539,-351,-141,-25,38
98,159,64,18,-127,111,-428,-485,-355,-194,-82,-13
59,137,79,-9,-98,108,-355,-413,-326,-211,-107,-37
29,129,101,-34,-79,116,-291,-334,-275,-198,-102,-35
11,125,116,-51,-66,121,-232,-249,-202,-155,-70,-13
22,129,109,-42,-74,119,-182,-172,-127,-102,-32,13
51,131,82,-14,-91,108,-139,-105,-60,-48,4,36
66,116,50,9,-89,83,-105,-55,-11,0,31,48
67,89,21,24,-76,56,-79,-21,14,29,40,47
64,62,-1,34,-62,30,-60,-9,16,35,34,37
55,42,-13,35,-48,14,-43,-9,3,19,16,21
40,25,-15,29,-31,5,-31,-14,-14,-1,-4,3
21,11,-9,17,-14,1,-19,-16,-23,-17,-18,-11
12,10,-1,8,-10,5,-11,-13,-25,-28,-25,-16
12,15,4,4,-11,9,-6,-4,-18,-28,-20,-12
29,18,-10,20,-23,4,-4,13,2,-4,-1,1
33,18,-15,24,-25,1,1,24,12,6,8,7
35,14,-20,27,-24,-3,6,33,20,16,16,13
34,9,-23,29,-21,-7,11,38,24,23,20,16
28,3,-24,26,-16,-10,15,38,24,24,19,14
21,0,-20,21,-11,-10,18,37,21,22,16,11
14,-2,-15,14,-7,-8,20,35,20,18,13,7
8,-1,-8,8,-4,-5,21,34,20,16,11,4
4,0,-4,4,-3,-2,20,34,23,16,11,4
3,0,-3,3,-3,-1,18,35,28,19,14,5
6,1,-6,6,-4,-3,17,35,32,23,17,8
12,1,-12,12,-7,-6,16,35,35,28,21,10
20,1,-20,19,-11,-10,16,36,36,31,23,10
27,2,-26,26,-15,-12,17,37,35,32,24,9
32,4,-28,30,-19,-12,20,38,34,31,23,8
33,8,-26,29,-21,-9,23,40,34,30,22,8
28,11,-18,23,-20,-4,26,43,35,31,23,11
20,13,-8,14,-17,2,29,46,37,33,24,14
11,12,1,5,-12,7,30,49,40,35,26,18
3,11,8,-3,-8,10,30,53,44,38,28,21
1,12,12,-6,-7,12,31,55,48,41,30,24
1,13,12,-6,-8,13,31,57,52,44,32,27
3,13,11,-4,-9,13,30,57,55,46,34,29
5,12,7,-1,-10,10,28,55,56,46,34,29
7,9,2,2,-9,6,24,52,55,44,32,27
11,6,-5,8,-9,1,20,49,52,41,29,25
17,3,-14,15,-11,-5,18,46,48,37,26,22
25,3,-22,23,-15,-9,16,43,45,33,23,20
34,6,-28,31,-21,-11,16,42,42,31,21,18
41,10,-31,36,-26,-10,17,43,41,32,20,18
44,14,-30,37,-30,-8,19,46,43,35,22,20
43,17,-25,34,-30,-5,22,50,47,40,26,23
38,17,-20,29,-28,-1,26,55,52,48,31,28
34,19,-14,24,-26,2,29,59,57,55,36,31
34,21,-12,23,-28,4,30,61,60,61,40,33
38,25,-12,25,-32,6,30,61,62,64,43,34
44,28,-14,29,-36,7,30,60,64,65,44,34
48,31,-17,33,-40,7,30,59,67,65,46,34
51,33,-18,34,-42,8,30,59,71,66,48,36
53,33,-19,36,-43,7,29,59,75,67,50,37
56,34,-22,39,-45,6,27,59,77,67,52,39
60,33,-26,43,-47,4,24,59,78,67,53,40
65,33,-31,47,-49,1,21,58,78,66,54,41
69,32,-36,52,-51,-1,18,58,77,64,55,41
72,32,-39,55,-52,-3,16,59,78,64,55,42
73,33,-40,56,-53,-4,15,61,79,64,56,44
72,34,-38,55,-53,-2,17,66,81,66,58,47
69,35,-34,52,-52,0,20,71,84,70,60,50
65,34,-30,47,-49,2,24,77,87,75,63,54
59,33,-26,42,-46,4,28,83,92,80,67,58
55,33,-21,38,-44,6,30,89,97,86,71,62
52,34,-17,34,-43,9,31,95,103,91,75,65
52,38,-14,32,-44,12,32,100,110,97,80,69
54,43,-10,31,-48,16,33,106,117,104,85,73
58,49,-8,32,-53,20,35,110,124,111,91,77
64,55,-7,35,-59,24,35,114,131,119,98,81
71,61,-9,40,-66,26,35,116,136,126,103,84
81,66,-14,47,-73,26,33,117,141,132,108,85
92,69,-22,57,-81,24,31,118,144,136,111,86
102,73,-29,65,-88,22,29,119,147,140,115,87
109,77,-32,71,-94,23,28,123,151,143,119,90
114,82,-32,73,-99,25,28,128,156,147,124,96
115,86,-29,72,-102,29,30,135,163,153,131,103
115,91,-24,69,-104,34,32,144,171,160,139,111
114,95,-20,67,-105,37,34,151,179,169,146,119
114,98,-17,66,-107,40,36,157,188,177,154,126
116,101,-16,66,-109,42,37,161,196,185,161,132
119,104,-16,68,-112,44,38,163,203,192,167,138
122,107,-16,69,-116,46,38,166,210,198,171,143
126,111,-16,71,-119,48,38,168,215,202,175,148
131,116,-15,73,-124,51,38,170,220,206,178,153
135,121,-15,75,-129,54,38,172,224,210,181,159
140,127,-13,77,-134,57,37,174,229,214,186,166
143,133,-11,77,-139,61,37,178,235,220,193,173
145,138,-8,76,-142,65,36,183,242,226,201,181
146,143,-3,74,-145,70,37,189,250,234,209,190
146,148,1,72,-147,75,39,196,257,243,218,198
147,153,6,70,-151,80,41,203,263,252,226,205
151,161,10,70,-156,86,44,208,268,261,234,212
157,169,13,72,-164,91,46,212,272,268,240,218
165,178,13,76,-172,95,47,215,277,274,245,222
174,186,12,81,-181,98,47,216,280,279,249,225
183,193,10,87,-189,101,46,216,282,282,250,227
191,200,9,91,-196,104,44,217,284,285,252,229
196,205,9,94,-201,107,42,217,286,287,254,231
198,210,11,94,-204,110,41,218,288,291,257,234
197,212,15,91,-205,114,40,220,291,296,262,237
192,213,20,86,-203,117,41,221,293,301,266,240
186,212,25,80,-199,119,40,220,293,304,269,241
179,209,29,75,-194,119,39,217,291,305,270,240
172,203,31,70,-188,117,36,212,286,302,267,235
166,198,31,67,-182,115,34,206,279,296,261,228
162,193,31,65,-178,113,34,200,271,288,253,221
157,190,33,62,-174,112,36,194,262,279,245,213
148,187,39,54,-168,113,40,188,254,270,237,206
139,184,45,46,-161,115,44,180,245,260,228,197
130,179,49,40,-154,114,44,171,234,248,216,187
125,174,50,37,-149,112,43,160,222,234,202,176
124,171,47,38,-147,109,39,149,209,218,187,163
123,167,44,39,-144,106,36,138,196,202,175,152
118,161,43,37,-139,102,35,130,184,189,165,144
111,153,43,33,-131,98,34,123,174,178,158,137
102,144,43,29,-122,93,34,117,166,168,152,132
94,135,41,26,-113,88,34,111,158,160,145,126
87,125,38,24,-106,82,32,105,149,151,138,120
82,116,35,23,-98,76,30,98,140,142,130,112
75,107,32,21,-91,70,29,89,130,132,122,103
68,98,30,19,-83,64,28,80,120,123,114,94
62,90,28,16,-76,59,29,72,111,112,106,86
56,83,28,13,-70,55,30,66,102,103,98,79
52,79,28,12,-66,53,33,61,95,94,90,73
50,75,26,11,-63,50,35,57,88,85,81,67
49,72,24,12,-61,48,34,51,81,78,72,60
50,69,20,15,-60,45,32,46,74,70,64,52
52,66,15,18,-60,41,29,41,66,63,56,45
53,64,12,20,-59,38,26,37,60,57,50,40
53,64,11,20,-59,38,23,35,57,53,46,36
51,63,13,18,-57,39,21,33,55,50,43,34
46,63,17,14,-55,41,20,32,53,48,41,33
41,62,21,9,-52,42,19,31,53,46,40,33
37,60,24,5,-48,43,19,31,52,45,39,33
33,58,25,2,-45,42,18,30,51,44,38,33
31,55,24,2,-43,40,18,30,50,44,37,33
31,52,21,3,-42,37,17,28,48,43,36,32
33,49,17,7,-41,33,15,27,46,41,35,31
36,47,11,11,-41,29,15,27,44,39,33,29
39,44,5,16,-42,25,14,27,41,37,31,28
41,42,0,20,-41,21,15,27,39,34,30,27
42,40,-3,22,-41,19,15,28,37,33,28,27
42,39,-3,22,-40,18,16,30,36,32,28,27
40,39,-1,20,-40,19,17,31,37,33,28,27
39,41,2,18,-39,21,17,33,38,34,29,28
37,43,6,15,-40,25,17,35,40,36,31,29
